Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code,Cuisine
t-Pm38_XhMnGfOYgkhaNRA,Le Fanfare,1103 Manhattan Ave,"{'latitude': 40.736202, 'longitude': -73.955558}",144,4,11222,italian
-7iUpGTNDdy4WjxLGYp-_g,Trattoria Italienne,19 W 24th St,"{'latitude': 40.7430619, 'longitude': -73.9903948}",104,4.5,10010,italian
Njr_f1J5Pve35OyPdBljVA,Convivium Osteria,68 5th Ave,"{'latitude': 40.68105, 'longitude': -73.97748}",453,4,11217,italian
7_hGsGEkHrjgAiYVjrCFnw,Carbone,181 Thompson St,"{'latitude': 40.728, 'longitude': -74.0001497}",833,4,10012,italian
jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,51 Grove St,"{'latitude': 40.7331, 'longitude': -74.00369}",358,4,10014,italian
PInk3_IFkANrG8zXQHGfxQ,Broccolino,213 Smith St,"{'latitude': 40.684492, 'longitude': -73.991692}",50,4,11201,italian
SHG9wQ5PfyXDgJDYkrPu7Q,Vago Restaurant,509 3rd Ave,"{'latitude': 40.7458699, 'longitude': -73.9778}",146,4,10016,italian
w0YkRy2gsr0znrM7ojZtTw,Scottadito Osteria Toscana,788A Union St,"{'latitude': 40.6746627, 'longitude': -73.9766125}",794,4,11215,italian
1DT6XYMzcekpFQ41Hj44vA,Luzzo's BK,145 Atlantic Ave,"{'latitude': 40.690706, 'longitude': -73.9952269}",164,4,11201,italian
wZkZmjZEJDraLJgAalnHvA,Pisticci,125 La Salle St,"{'latitude': 40.8141624, 'longitude': -73.960288}",785,4,10027,italian
O5S9rhY63YPGiQeUcn7PKA,Cardoncello DiVino,43 W 27th St,"{'latitude': 40.74519, 'longitude': -73.98985}",54,4.5,10001,italian
6-ShONYFIM9K8HAUOhZVlw,Da Mikele by Luzzo's,275 Church St,"{'latitude': 40.718477, 'longitude': -74.004802}",326,4,10013,italian
tCFhIU4xSN6b7dbg3ApafQ,Tiella,1109 1st Ave,"{'latitude': 40.7606782444803, 'longitude': -73.9612435559085}",179,4,10065,italian
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,129 Mulberry St,"{'latitude': 40.71832, 'longitude': -73.99794}",782,4,10013,italian
A2DV-AQIXRYUMu5Ak5mjxg,Patzeria Family & Friends,311 W 48th St,"{'latitude': 40.7615, 'longitude': -73.98754}",927,4.5,10036,italian
k2o2DJOZT0oGTM-zmAJUfQ,Adelina's,159 Greenpoint Ave,"{'latitude': 40.7305, 'longitude': -73.95339}",158,4,11222,italian
GBxnLvHAbpv9YU4GWfkASw,Patrizia's Of Sheepshead Bay,1901 Emmons Ave,"{'latitude': 40.5838270971647, 'longitude': -73.9496481877971}",105,4,11235,italian
jj_SCEzBi_CdZWMTjTwf_Q,Monte's,451 Carroll St,"{'latitude': 40.6775499, 'longitude': -73.98724}",131,4,11215,italian
St8a2de1vfyCxwIySBUWbA,Graziella's,232 Vanderbilt Ave,"{'latitude': 40.6904563903809, 'longitude': -73.9696273803711}",376,4,11205,italian
4eGCuMwKRCCrYHOobEsFpA,Lusardi's,1494 2nd Ave,"{'latitude': 40.7724199, 'longitude': -73.9555}",174,4,10075,italian
lP4ynyBoeFPywLg78XkMmw,Cibo E Vino,2418 Broadway,"{'latitude': 40.790206, 'longitude': -73.9749174}",282,4,10024,italian
9W_dg9fvb-z8DBye2jfGiQ,Dazie's,39-41 Queens Blvd,"{'latitude': 40.744194, 'longitude': -73.924557}",77,4,11104,italian
nHMDOIX32dGbfpuNUwsLNQ,AlMar,111 Front St,"{'latitude': 40.702662, 'longitude': -73.989177}",371,4,11201,italian
gls8Eii-vgwKScOCNQWz9w,Cafetal Social Club,285 Mott St,"{'latitude': 40.724308, 'longitude': -73.994457}",103,4.5,10012,italian
gqFM-JsHftTRplYbPF64Kg,Ecco,124 Chambers St,"{'latitude': 40.715129, 'longitude': -74.008865}",127,4,10007,italian
0wzQPZvvbUqhD7D8JNkGZw,Ristorante Grifone,244 E 46th St,"{'latitude': 40.7525199, 'longitude': -73.97092}",108,4,10017,italian
FNxOWxts63oDRKwy9Pbfzw,Tarallucci E Vino - Nomad,44 E 28th St,"{'latitude': 40.7436553, 'longitude': -73.9852171}",109,4,10016,italian
HJwXGxmXdB1X3gfCZMujjg,Broccolino,446 Dean St,"{'latitude': 40.6819311529398, 'longitude': -73.9762727916241}",246,3.5,11217,italian
BA0_zeBrnugK2l0HHp38mw,Via Della Pace,48 E 7th St,"{'latitude': 40.7277013287721, 'longitude': -73.9877394513958}",497,4,10003,italian
Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,513 Columbus Ave,"{'latitude': 40.78554, 'longitude': -73.97263}",755,4,10024,italian
IiDfrdwPZJHbiuHdjaSJKA,Attraversa,225 W Broadway,"{'latitude': 40.71922, 'longitude': -74.00603}",35,4.5,10013,italian
zo4JHfD2nWPUiqgsgDOaHQ,Rao's,455 E 114th St,"{'latitude': 40.79392, 'longitude': -73.93427}",138,4.5,10029,italian
Zz-1pzGqrgParLQ_LzY0lw,Massoni,11 E 31st St,"{'latitude': 40.74635, 'longitude': -73.98494}",207,4,10016,italian
pxtno4adrYTjyQsxngTj9A,dell'anima,600 11th Ave,"{'latitude': 40.76234, 'longitude': -73.99695}",618,4,10036,italian
jku9Fg8JsUbv_LQzg6PK4g,Lavagna,545 E 5th St,"{'latitude': 40.72406, 'longitude': -73.98226}",359,4,10009,italian
2BJCPzGoWnOFgDbvoHi1Tw,Gino's Trattoria,548 Flatbush Ave,"{'latitude': 40.6605221493743, 'longitude': -73.9606475830078}",230,4,11225,italian
NkAUvrtAcnebxPB6zayjsg,Lamarcapasta,161 E 22nd St,"{'latitude': 40.73841, 'longitude': -73.9839499}",277,4,10010,italian
SpyQHasbnU5YkOR6PI4sNQ,Margherita NYC,197 Grand St,"{'latitude': 40.7189865112305, 'longitude': -73.9969329833984}",268,4,10013,italian
7Tu5l9UfWVi_v3m4TwJAxQ,Caffe dei Fiori,973 Lexington Ave,"{'latitude': 40.76935, 'longitude': -73.9627}",71,4.5,10021,italian
dc3hkLkAqCSxDWQzrx-g9A,Quality Italian,57 W 57th St,"{'latitude': 40.7644044527436, 'longitude': -73.9767805051616}",954,4,10019,italian
iV5yy8EbjsPoYWtjRhB61Q,Nica Trattoria,354 E 84th St,"{'latitude': 40.7756431, 'longitude': -73.950783}",127,4,10028,italian
3qIISjUYn1tbqHXi7nCLXg,Sofia Wine Bar,242 E 50th St,"{'latitude': 40.75502, 'longitude': -73.96913}",606,4,10022,italian
8qSOz7oTPUUCafsMOBBNEQ,Pisillo Italian Panini,97 Nassau St,"{'latitude': 40.710558, 'longitude': -74.007594}",527,4.5,10038,italian
b42PcC1nCP602fiXF0a9Xg,Barbalu Restaurant,225-227 Front St,"{'latitude': 40.7074747, 'longitude': -74.0020404}",246,4,10038,italian
78TCGIG1eHMYdyvMpFdDbQ,Follia NYC,179 3rd Ave,"{'latitude': 40.7349243164062, 'longitude': -73.9855880737305}",130,4,10003,italian
_V7YsDQ4Lb41rqfkuPzm1w,Trattoria Pesce Pasta,262 Bleecker St,"{'latitude': 40.73115, 'longitude': -74.00319}",216,4,10014,italian
WbkM29ZUAJtsatHEPBZtAQ,Laboratorio,329 W 51st St,"{'latitude': 40.76364, 'longitude': -73.98678}",84,4,10019,italian
cBmZRsZmUfBg6eMPPM6ypA,Zagara Ristorante Italiano,216 7th Ave,"{'latitude': 40.743835, 'longitude': -73.996088}",183,4,10011,italian
RUfsaabXoeH_FDKS8ocWjA,D'Amore Winebar & Ristorante,118 E 116th St,"{'latitude': 40.7986510380525, 'longitude': -73.9424410834908}",207,4.5,10029,italian
7S8g0G_Ndc3DS-kqsozq8Q,83 1/2,345 E 83rd St,"{'latitude': 40.775354, 'longitude': -73.951216}",150,4,10028,italian
cRUuiiEW7F0uqtgSG-sKCg,Mama Maria's Restaurant,307 Court St,"{'latitude': 40.68356, 'longitude': -73.99517}",107,4,11231,italian
vZ5-JXlJS75k8wmPNS5U5w,Max Soha,1274 Amsterdam Ave,"{'latitude': 40.811302, 'longitude': -73.958183}",392,4,10027,italian
idxD3X7WfLFPZMoFnCRIQQ,Il Cantinori,32 E 10th St,"{'latitude': 40.7322779619352, 'longitude': -73.9929321762328}",238,4,10003,italian
iQo5aJwTL_ZrXCdPFKq-RA,Isle of Capri,1028 3rd Ave,"{'latitude': 40.76283, 'longitude': -73.96602}",204,4,10065,italian
hhqUkocxtcnILE4hKFCoPg,Tutto il Giorno,114 Franklin St,"{'latitude': 40.71876, 'longitude': -74.006056}",78,3.5,10013,italian
qtdR-eDXwbzWQvUzVXQE6w,Ogliastro,784 Washington Ave,"{'latitude': 40.674397, 'longitude': -73.963448}",168,4,11238,italian
lgFApPVpbXnsIFw1CRJORw,Cellini Restaurant,65 E 54th St,"{'latitude': 40.7600530715894, 'longitude': -73.9727372548065}",142,4,10022,italian
phB6HvQyOUEZmvgg9KzRmA,Da Franco & Tony Ristorante,2815 Middletown Rd,"{'latitude': 40.843635, 'longitude': -73.836135}",76,4.5,10461,italian
Zs-IWJ6vpGK3GcmFrBecXQ,Aroma Trattoria,932 8th Ave,"{'latitude': 40.76549, 'longitude': -73.98355}",7,4.5,10019,italian
yIFI6afTRP-tBhY6WsUOPg,Popina,127 Columbia St,"{'latitude': 40.687361962701, 'longitude': -74.0014251909241}",38,4.5,11231,italian
rpVX-o82EEOX8ZDnM28a_Q,Bistango,145 E 50th St,"{'latitude': 40.75628, 'longitude': -73.97144}",233,4,10022,italian
yQ7K4uFnxXxpBVbnOSR8kA,Polpette 71,71 West 71st St,"{'latitude': 40.77668, 'longitude': -73.97888}",109,4,10023,italian
bppjJw5J8Ht6WgGp1bzPtQ,Porto Leggero,185 Hudson St,"{'latitude': 40.7187593, 'longitude': -74.0349084}",177,4,7311,italian
wnyX_yg4ddSDkupwFKftIA,Bonafini,663 Flatbush Ave,"{'latitude': 40.65704, 'longitude': -73.96003}",315,4,11225,italian
Dng_LID2JNnc6M6A1FB19Q,Come Prima Ristorante,903 Madison Ave,"{'latitude': 40.7721165011105, 'longitude': -73.965037390213}",67,4.5,10021,italian
C3OlQ_y5LcgboyaKlpETYA,Trattoria Casa Di Isacco,536 9th Ave,"{'latitude': 40.75686, 'longitude': -73.99356}",248,4,10018,italian
YFvF4r2D-wJOgJAOvanaZQ,Gnoccheria by Luzzo's,234 E 4th St,"{'latitude': 40.723315, 'longitude': -73.983139}",277,4,10009,italian
byye4kc-xGk8qCxR0ZuUdA,Il Posto,7409 Ave U,"{'latitude': 40.6216049194336, 'longitude': -73.9052124023438}",54,4,11234,italian
fR4JL77ZHvoXHQ_-bComqA,Trattoria Cerbone,71-24 Fresh Pond Rd,"{'latitude': 40.7014002, 'longitude': -73.894951}",45,4,11385,italian
Bk7METp9hGgm409E6EoBhw,Mani In Pasta,245 E 14th St,"{'latitude': 40.7326, 'longitude': -73.98515}",54,4.5,10016,italian
hFmz7HH2og9hn7xNNv20yw,Il Porto Ristorante,37 Washington Ave,"{'latitude': 40.6974427, 'longitude': -73.9675197}",295,4,11205,italian
zGThJJhL82LDEUlUFALImQ,Battista Ristorante,4602 Ave N,"{'latitude': 40.61848, 'longitude': -73.930587}",83,4,11234,italian
vegSCksJy6SI8WUGttLH-w,FRADEI ITALIAN BISTRO,99 South Portland Ave,"{'latitude': 40.68656, 'longitude': -73.97433}",10,5,11217,italian
uPe0efNw-uwPybeqccZ1zQ,Osteria Al Doge,142 W 44th St,"{'latitude': 40.75662, 'longitude': -73.9849}",437,4,10036,italian
e_2o3neKJ5vwDXKd70XLBg,Uncle Peter's,83-15 Northern Blvd,"{'latitude': 40.75598, 'longitude': -73.88382}",189,4,11372,italian
d5ya04K-2A_hI3Xzqe1HeA,Caffe Buon Gusto,236 E 77th St,"{'latitude': 40.77249, 'longitude': -73.95713}",380,4,10075,italian
IxwuIDcpRa7EpQs7V481Ww,Il Gattopardo,13-15 W 54th St,"{'latitude': 40.7614994602915, 'longitude': -73.976308999227}",134,4,10019,italian
Lesv5BG0_0-8bB49cAjMkg,Roberto's,603 Crescent Ave,"{'latitude': 40.85372, 'longitude': -73.88834}",238,4,10458,italian
VXyk19eG4B2I6noumvfHCw,Gargiulo's,2911 W 15th St,"{'latitude': 40.57641, 'longitude': -73.98244}",214,3.5,11224,italian
rZ9OFoSqy8u4WECfh--ylg,Marta,29 E 29th St,"{'latitude': 40.7445212750732, 'longitude': -73.9845828515206}",776,4,10016,italian
rnKaWpMX5OZlQkKVZa-o3A,Claudine's,311 Smith St,"{'latitude': 40.681266784668, 'longitude': -73.9939117431641}",115,4,11231,italian
WmK7GXwOnLSTRN1ocyUThg,Puglia Ristorante,189 Hester St,"{'latitude': 40.71823, 'longitude': -73.99764}",424,4,10013,italian
QGRrPt4QwJNxmpM1urPxQA,Two Toms Restaurant,255 3rd Ave,"{'latitude': 40.6780586242676, 'longitude': -73.9853210449219}",69,4,11215,italian
X8Hl9OezX-Yr9Jir3fsF7g,Posto,310 2nd Ave,"{'latitude': 40.73483, 'longitude': -73.98282}",581,4,10003,italian
MTQpqHo-cCAPK7c9fd6zHw,Il Mattone,49 Beach St,"{'latitude': 40.720799, 'longitude': -74.0091255}",58,4.5,10013,italian
SPYMe1nvAEFfgacIqSsHIg,Gastroteca,33-02 34th Ave,"{'latitude': 40.7587532028653, 'longitude': -73.925540484488}",729,4,11106,italian
VqnPcfqYltgxAkIuTaGkYg,Tre,173 Ludlow St,"{'latitude': 40.72184, 'longitude': -73.987714}",457,4,10002,italian
tsvElYYtUBAEdfK6plnxlg,Villa Mosconi,69 Macdougal St,"{'latitude': 40.72859, 'longitude': -74.002}",174,4,10012,italian
UQZmhaPAMdZabid6ccvhTg,Il Punto Ristorante,507 9th Ave,"{'latitude': 40.75612, 'longitude': -73.99467}",323,4,10018,italian
x6u4DehJyvFPJKOOSjhPdg,Villa Erasmo,69-61 Juniper Blvd S,"{'latitude': 40.71685, 'longitude': -73.88626}",46,3.5,11379,italian
wXYSjd-tYEEFErI6RIDEYw,Annabelle's Pastaria,717 86st,"{'latitude': 40.61883, 'longitude': -74.021346}",71,4,11228,italian
EU47dsc_vvByG3qPIMyRog,La Locanda,432 Graham Ave,"{'latitude': 40.71784, 'longitude': -73.94477}",78,3.5,11211,italian
xzN2k19JXDYjOWAhNw62aw,Adoro Lei,287 Hudson St,"{'latitude': 40.725612, 'longitude': -74.007916}",258,4.5,10013,italian
U8Ljrx-w5otdMZNFhw5piw,La Villa,261 5th Ave,"{'latitude': 40.6743319055498, 'longitude': -73.9816949398812}",484,4,11215,italian
asMg3FeJWauvaoE8MVxiBw,Trattoria Romana,1476 Hylan Blvd,"{'latitude': 40.592329, 'longitude': -74.087054}",175,4,10305,italian
DM0Xv203Eza58x6Fvie75A,Mamma Lucia's Restaurant,1701 Foster Ave,"{'latitude': 40.63515, 'longitude': -73.96117}",48,4,11230,italian
E5rmVdrCn-0uwD2M9nkXdw,Da Capo,1392 Madison Ave,"{'latitude': 40.7877696714384, 'longitude': -73.9538384601474}",178,4.5,10029,italian
C3E8CVVwzKtOv_sRR1WuRQ,Salumeria Rosi,283 Amsterdam Ave,"{'latitude': 40.77932, 'longitude': -73.9809}",445,4,10023,italian
ZUrGqOG2cetGI-KKXk3c2g,Chazz Palminteri Italian Restaurant,30 W 46th St,"{'latitude': 40.756473, 'longitude': -73.980563}",206,4,10036,italian
gqTikTCIS01E2m20PzHoDQ,Tarallucci e Vino - East Village,163 1st Ave,"{'latitude': 40.72896, 'longitude': -73.98454}",259,4,10003,italian
JliAIBARXi9uISzNG26DVw,Elio's,1621 2nd Ave,"{'latitude': 40.7767632368091, 'longitude': -73.9526632086427}",210,3.5,10028,italian
H_KyiRhwho8rdlw_R93_0Q,Marea,240 Central Park S,"{'latitude': 40.7674213694566, 'longitude': -73.9810554368179}",1882,4,10019,italian
KL6AUMQI_Ae7_brkK0fy_w,La Vela Dining & Bar,558 11th Ave,"{'latitude': 40.761082, 'longitude': -73.997872}",152,4,10036,italian
hwR54p9AWwrOATd41l351w,Alberto Restaurant,9831 Metropolitan Ave,"{'latitude': 40.711109161377, 'longitude': -73.8534774780273}",181,4,11375,italian
l8IORbpTz9EwCmHJ_TRULw,Avere Ristorante,222 Duffield St,"{'latitude': 40.6915079, 'longitude': -73.9849649}",13,4,11201,italian
eQdjZQaLnjItmn9suEEeIA,Patricia's,1082 Morris Park Ave,"{'latitude': 40.84912, 'longitude': -73.8533099}",439,4,10461,italian
v64bMLxutTS2MWIrywBczA,Piccolo Cafe,313 Amsterdam Ave,"{'latitude': 40.78031, 'longitude': -73.98018}",498,3.5,10023,italian
jSrDUsCXkKqbBQ9sqDLFcg,Magna Restaurant,3525 Farrington St,"{'latitude': 40.76371, 'longitude': -73.831117}",117,4,11354,italian
foRWizWrQ32g6Vv4g9UTnA,Nocciola Ristorante,237 E 116th St,"{'latitude': 40.7973406168505, 'longitude': -73.9382923766971}",198,4,10029,italian
_KIjhnsaui-wF9OePRZ5NA,Gottino,52 Greenwich Ave,"{'latitude': 40.7358, 'longitude': -74.00036}",286,4,10011,italian
ZlwjT-jygnYqM5qDE0CuLQ,Gigino Trattoria,323 Greenwich St,"{'latitude': 40.71726, 'longitude': -74.01055}",239,3.5,10013,italian
4ixWiPyYysS2i8LAg4qzrQ,La Villetta,398 E 52nd St,"{'latitude': 40.7549171, 'longitude': -73.9650879}",69,4,10022,italian
Fuk7jDI2XAcvHxqau5rKWA,Acqua Restaurant NYC,"21 Peck Slip, Water St","{'latitude': 40.7082567, 'longitude': -74.001797}",330,4,10038,italian
wTNUUoYUl3gox-gUAZ9bAA,Peppino's Brick Oven Pizza & Restaurant,469 5th Ave,"{'latitude': 40.668221, 'longitude': -73.986936}",382,4.5,11215,italian
YdFFUP3-PBzBsE3j75XwaQ,Panzerotti Bites,235 Smith St,"{'latitude': 40.683715, 'longitude': -73.99227}",77,5,11231,italian
vjj3MMPkULJUCv8xf3XRiA,San Matteo Takeaway,1731 2nd Ave,"{'latitude': 40.7801684, 'longitude': -73.9502899}",136,4.5,10128,italian
BeE1tVTCmorm31fwXvX7Wg,Ora di Pasta,1 W 59th St,"{'latitude': 40.7644615, 'longitude': -73.9738617}",166,4,10019,italian
N-rwVhnEtXg8yY_TlB_KZw,Del Posto,85 10th Ave,"{'latitude': 40.7434155953035, 'longitude': -74.007533013261}",1371,4,10011,italian
os09iVkYkzIg9G1xEIepiA,Momofuku Nishi,232 8th Ave,"{'latitude': 40.7443479, 'longitude': -73.9988054}",526,4,10011,italian
hq09sqXaYiEogbTrrJ9X5g,Da Capo Columbus,322 Columbus Ave,"{'latitude': 40.77972, 'longitude': -73.97752}",92,4,10023,italian
3P8hb1ZOCA8IjEGfqpSpxg,Sfoglia Restaurant,1402 Lexington Ave,"{'latitude': 40.783535, 'longitude': -73.952719}",264,4,10128,italian
geNwD4ySIwA732eK2CvDZw,B Squared,679 9th Ave,"{'latitude': 40.7615509, 'longitude': -73.9906616}",364,4.5,10036,italian
e7jRn5TNlF84k7PuvJ1MOA,Manducatis Rustica,46-33 Vernon Blvd,"{'latitude': 40.7458575124991, 'longitude': -73.9528775638914}",176,3.5,11101,italian
yRAU7MtAE9St6Q8LSeFZCQ,Mama Bella's Grill & Bar Lounge,457 Bushwick Ave,"{'latitude': 40.7018189161952, 'longitude': -73.9367522552254}",20,4,11206,italian
iSSXEqqivON7bAUGvzz7Iw,Passatempo,79 Grand St,"{'latitude': 40.715874, 'longitude': -73.964124}",32,4.5,11249,italian
QgEre4IFSHxbUvHMe8S12g,Pinocchio Restaurant,1748 1st Ave,"{'latitude': 40.77965, 'longitude': -73.94695}",201,4,10128,italian
5k_jwjhdFMPUNWhouGNzuA,Misi,329 Kent Ave,"{'latitude': 40.71341, 'longitude': -73.96662}",109,4,11249,italian
ynw6F1JVJN54IvwLeHRn5A,Biagio's Trattoria,8402 Cooper Ave,"{'latitude': 40.7105953741027, 'longitude': -73.8653643749718}",39,4,11385,italian
cyLw0vW5MrsF35-A6Dy03w,Saggio,829 W 181st St,"{'latitude': 40.8514099281625, 'longitude': -73.9395604556239}",563,4,10033,italian
xRiLLXjeM2wOvVTYJH2__A,Barboncino Pizza & Bar,781 Franklin Ave,"{'latitude': 40.67209, 'longitude': -73.95731}",872,4.5,11238,italian
SzH79XjUPoTYBnE3dybRsw,Della,1238 Prospect Ave,"{'latitude': 40.65287, 'longitude': -73.97631}",102,4,11218,italian
Qbnb7rRbvNg5WUoKLzz7gQ,Oro Restaurant & Lounge,41-17 Crescent Street,"{'latitude': 40.7514791, 'longitude': -73.9395537}",115,4,11101,italian
l1EdTmBBFzxQIZDftPZeUQ,Ristorante Morini,1167 Madison Ave,"{'latitude': 40.7806, 'longitude': -73.95882}",262,4,10028,italian
889z8wsV9R1X2CAp63wrsw,Casa Apicii,62 West 9th St,"{'latitude': 40.7339, 'longitude': -73.99867}",131,4,10011,italian
acXWoQ2wZnpzRV-0V58YTQ,Bevacco,60 Henry St,"{'latitude': 40.6992863863707, 'longitude': -73.9921883493662}",224,3.5,11201,italian
HiNUBUR1hFwScd_OvVLQAg,La Pecora Bianca,1133 Broadway,"{'latitude': 40.74358, 'longitude': -73.9892}",448,4,10010,italian
GZvelhGenbfJxc4_SG_RJw,Cielo at the Mayfair,242 W 49th St,"{'latitude': 40.761195, 'longitude': -73.9859352}",394,4,10019,italian
NqYET0OyJKGfm9dJG8iDcg,Piccola Cucina Enoteca,184 Prince St,"{'latitude': 40.726284, 'longitude': -74.002151}",230,4,10012,italian
HV8xairb2qct7wSHqNwqXw,Levante,26-21 Jackson Ave,"{'latitude': 40.7476399, 'longitude': -73.94173}",164,4,11101,italian
FwMyv3CVIxbI6ngodw7s3w,Panino Rustico,8222 17th Ave,"{'latitude': 40.610494, 'longitude': -74.003153}",410,4.5,11214,italian
JBthOvTegHbrLDiVaCAy5Q,Bigoi Venezia,1415 2nd Ave,"{'latitude': 40.770036, 'longitude': -73.9577755}",175,4.5,10021,italian
MPblH3J1kpbNGL4C4U7RAQ,IL Carino Restaurant,1710 2nd Ave,"{'latitude': 40.77945, 'longitude': -73.95019}",46,4,10128,italian
wLzJbddDixAEZrF7VT6_hw,Bono Trattoria,3658 Broadway,"{'latitude': 40.8301996389829, 'longitude': -73.9473449424522}",266,4,10031,italian
yH6t1JWcwkdWG4CS5KPvow,Adrienne's Pizzabar,54 Stone St,"{'latitude': 40.7043362, 'longitude': -74.0101733}",1522,4,10004,italian
1-tTWAxTZq3fpt-Pm1iHjA,Sapore Di Italia,245 Harman St,"{'latitude': 40.698984, 'longitude': -73.920113}",105,3.5,11237,italian
ZhjRaJkfCIVopvamUzrEsA,San Gennaro Trattoria Restaurant Bar,2329 Arthur Ave,"{'latitude': 40.8540465225016, 'longitude': -73.8889484480023}",133,4,10458,italian
qZK3e3kZAuyVlNrFNjBZ3A,Enoteca on Court,347 Court St,"{'latitude': 40.6821365356445, 'longitude': -73.9957122802734}",236,4,11231,italian
wp5BpfUi9Aa4T0Gk0bnhag,Altesi Downtown,200 Spring St,"{'latitude': 40.72511, 'longitude': -74.00333}",37,4,10012,italian
fTNOwKJ9YbxoIShABCKXdA,DeGrezia Ristorante,231 E 50th St,"{'latitude': 40.755512, 'longitude': -73.969415}",94,4,10022,italian
gSOnfmJaEFvoH55xfieHPA,Macchina,365 3rd Ave,"{'latitude': 40.74094, 'longitude': -73.98139}",89,4,10016,italian
xXZjekBXs6wFFpK1exZJnw,Pasta by Hudson,1000 S 8th Ave,"{'latitude': 40.7670079145424, 'longitude': -73.9826598018408}",35,4.5,10019,italian
IEb99GmOvg585gmwmm4iNA,Azalea Ristorante,224 W 51st St,"{'latitude': 40.7621418, 'longitude': -73.9841952}",245,4,10019,italian
nVtJOWn3XlL6MSZ-YnU6iA,Da Francesco,442 Graham Ave,"{'latitude': 40.718334, 'longitude': -73.944686}",99,4.5,11211,italian
YKao3OFejm_GF-kepyI90w,Allora Italian Kitchen & Bar,210-35 26th Ave,"{'latitude': 40.7783060114644, 'longitude': -73.7795145585888}",437,4,11360,italian
g4Pwc2mE1yUYXhqPrm53zA,Alex's Italian Restaurant & Brick Oven Pizza,346 Grove St,"{'latitude': 40.7204665872675, 'longitude': -74.0428332530666}",486,4,7302,italian
kDJbzzmCEjFbyDQ-lSygvw,Fresh Salt,146 Beekman St,"{'latitude': 40.70707, 'longitude': -74.00244}",378,4,10038,italian
xsQTIeq-WLkp4ParkTQpMQ,PizzArte,69 W 55th St,"{'latitude': 40.7629335072372, 'longitude': -73.9776668697596}",985,4,10019,italian
hVqZ4vihjL1gFTD-KdX-Tw,Gennaro,665 Amsterdam Ave,"{'latitude': 40.79178, 'longitude': -73.9718}",368,3.5,10025,italian
GVF4kvXupD18afjpLiPLHA,Marco Polo Ristorante,345 Court St,"{'latitude': 40.6821975708008, 'longitude': -73.9956817626953}",120,3.5,11231,italian
UjzSeETESWzramhdOdWKKQ,Tartina,1034 Amsterdam Ave,"{'latitude': 40.8035073, 'longitude': -73.9636591}",239,4,10025,italian
DtnlLLvcqeEUIyZTypHnzw,Il Mulino New York - Downtown,86 W 3rd St,"{'latitude': 40.729807, 'longitude': -73.999159}",517,4,10012,italian
vEYEs9McRtRdKBp2XfRNZA,Finestra Restaurant,1370 York Ave,"{'latitude': 40.76751, 'longitude': -73.95288}",75,4,10021,italian
C8Ctyq7pXOPESK8cz_X2CA,Pomodoro Rosso,229 Columbus Ave,"{'latitude': 40.776317, 'longitude': -73.979187}",277,3.5,10023,italian
TZto7AjdA337XIw66AOpUw,Scalinatella Restaurant,201 E 61st St,"{'latitude': 40.7627823203802, 'longitude': -73.9654829353094}",250,4,10065,italian
b6Tpm0PsDqLYZFUuqNte-g,River Deli,32 Joralemon St,"{'latitude': 40.69368, 'longitude': -73.99858}",177,3.5,11201,italian
eVk4F9ixl89zyUHJ1G2Aiw,Luzzos La Pizza Napoletana,211 1st Ave,"{'latitude': 40.730551, 'longitude': -73.9834846}",1011,4,10003,italian
G-b9kvnRh0pLi4fsdcmwjg,Joseph's Restaurant,3 Hanover Square,"{'latitude': 40.70499, 'longitude': -74.00961}",72,3.5,10004,italian
LYkx0_gmy-RrJQBPYzulNg,Ponte Vecchio Restaurant,8810 4th Ave,"{'latitude': 40.62117, 'longitude': -74.02923}",147,3.5,11209,italian
tDeF2wb5wpZzzGNYuh_tRg,Sole Bistro Italiano,2014 Broadway,"{'latitude': 40.77582, 'longitude': -73.98188}",38,4,10023,italian
1nQZbtmjODUgPm-QQdKrhA,Milk And Roses,1110 Manhattan Ave,"{'latitude': 40.7364097, 'longitude': -73.9550825}",339,4,11222,italian
q8wlm_XUjmSsTdTQKt2qbQ,Erminia Italian Restaurant,250 E 83rd St,"{'latitude': 40.77594, 'longitude': -73.95346}",172,4,10028,italian
7oNuDMESKejMgJFlkQwxmQ,Avena Downtown,260 6th Ave,"{'latitude': 40.7289, 'longitude': -74.00216}",4,4.5,10014,italian
OwDRIugcA4LkUuTRqpJsog,Naked Dog,47 Java St,"{'latitude': 40.7312720665479, 'longitude': -73.9593493647979}",171,4.5,11222,italian
vyoA8dxwScuMV_AsTcjQcg,L & B Spumoni Gardens,2725 86th St,"{'latitude': 40.594715, 'longitude': -73.981316}",3376,4,11223,italian
mYQMjrtHp8vsEKKNsRz1XA,Union Pizza Works,423 Troutman St,"{'latitude': 40.7073067, 'longitude': -73.922154}",221,4,11237,italian
KpBfFpjzsGvvqAzCasVW0g,Extra Virgin,259 W 4th St,"{'latitude': 40.7353962496717, 'longitude': -74.0031888223197}",1204,4,10014,italian
qTHBQdWfw1RSCjQwoUcLiw,Lucciola,621 Amsterdam Ave,"{'latitude': 40.79039, 'longitude': -73.97251}",79,3.5,10024,italian
